token,category_llm,category_human,cluster_id,n,exclude
programming knowledge,Code Review,Code Review,1,3,0
programming language knowledge,Code Review,Code Review,1,1,0
programming skills,Code Review,Code Review,1,3,0
programming(!),Code Review,Code Review,1,1,0
reading code,Code Review,Code Review,1,2,0
review code / docs and other outputs,Code Review,Code Review,1,1,0
understanding agentic coding,Code Review,Code Review,1,1,0
understanding how to test prototype code,Code Review,Code Review,1,1,0
understanding of code ai writes,Code Review,Code Review,1,1,0
understanding of modular code design,Code Review,Code Review,1,1,0
until ai can take over coding completely,Code Review,Code Review,1,1,0
write clear pseudocode,Code Review,Code Review,1,1,0
writing tests to constrain generated code to correct behavior,Code Review,Code Review,1,1,0
"""fundamental knowledge""",Domain Knowledge,Domain Knowledge,9,1,0
a good background understanding,Domain Knowledge,Domain Knowledge,9,1,0
ai literacy and foundations for use,Domain Knowledge,Domain Knowledge,9,1,0
algorithms and data structures,Domain Knowledge,Domain Knowledge,9,1,0
an understanding of the domain problem,Domain Knowledge,Domain Knowledge,9,1,0
analysis expertise,Domain Knowledge,Domain Knowledge,9,1,0
and design patterns,Domain Knowledge,Domain Knowledge,9,1,0
architechture understanding,Domain Knowledge,Domain Knowledge,9,1,0
background understanding of the use case,Domain Knowledge,Domain Knowledge,9,1,0
basic dev skills,Domain Knowledge,Domain Knowledge,9,1,0
basic understanding of research,Domain Knowledge,Domain Knowledge,9,1,0
basic understanding of the math behind how llms work,Domain Knowledge,Domain Knowledge,9,1,0
basic understanding on llm context engineering,Domain Knowledge,Domain Knowledge,9,1,0
basic understanding on llm stochasticity,Domain Knowledge,Domain Knowledge,9,1,0
basic understanding on transformer attention models,Domain Knowledge,Domain Knowledge,9,1,0
best practice training,Domain Knowledge,Domain Knowledge,9,1,0
best practices,Domain Knowledge,Domain Knowledge,9,1,0
breadth+depth in multiple ecosystems,Domain Knowledge,Domain Knowledge,9,1,0
building custom gpts,Domain Knowledge,Domain Knowledge,9,1,0
building mcp tools,Domain Knowledge,Domain Knowledge,9,1,0
choosing energy-cheap models,Domain Knowledge,Domain Knowledge,9,1,0
core development skills,Domain Knowledge,Domain Knowledge,9,1,0
debugging tool basics,Domain Knowledge,Domain Knowledge,9,1,0
deep theoretical understanding of ml/ai,Domain Knowledge,Domain Knowledge,9,1,0
design and analysis,Domain Knowledge,Domain Knowledge,9,1,0
designing strong apis,Domain Knowledge,Domain Knowledge,9,1,0
documentation,Domain Knowledge,Domain Knowledge,9,3,0
domain expertise,Domain Knowledge,Domain Knowledge,9,4,0
domain knowledge,Domain Knowledge,Domain Knowledge,9,6,0
explaining well all important details,Domain Knowledge,Domain Knowledge,9,1,0
familiarity with domain and technology,Domain Knowledge,Domain Knowledge,9,1,0
following up with learning/research,Domain Knowledge,Domain Knowledge,9,1,0
formulating will contained tasks,Domain Knowledge,Domain Knowledge,9,1,0
fundamental knowledge about generative ai and its limitation,Domain Knowledge,Domain Knowledge,9,1,0
fundametal understanding of the task,Domain Knowledge,Domain Knowledge,9,1,0
general computer science knowledge,Domain Knowledge,Domain Knowledge,9,1,0
general language knowledge,Domain Knowledge,Domain Knowledge,9,1,0
generating technical documentation,Domain Knowledge,Domain Knowledge,9,1,0
good engineering skill,Domain Knowledge,Domain Knowledge,9,1,0
how to transition to democratic socialism,Domain Knowledge,Domain Knowledge,9,1,0
how to use them effectively,Domain Knowledge,Domain Knowledge,9,1,0
incremental development,Domain Knowledge,Domain Knowledge,9,1,0
iterative development skills,Domain Knowledge,Domain Knowledge,9,1,0
knowing how to configure with ai agents,Domain Knowledge,Domain Knowledge,9,1,0
knowing its limitations,Domain Knowledge,Domain Knowledge,9,1,0
knowing what tasks to delegate,Domain Knowledge,Domain Knowledge,9,1,0
knowledge about cloud platforms,Domain Knowledge,Domain Knowledge,9,1,0
knowledge about hpc,Domain Knowledge,Domain Knowledge,9,1,0
knowledge of ai tools,Domain Knowledge,Domain Knowledge,9,1,0
knowledge of connected services,Domain Knowledge,Domain Knowledge,9,1,0
knowledge of how they work,Domain Knowledge,Domain Knowledge,9,1,0
knowledge of the models limits,Domain Knowledge,Domain Knowledge,9,1,0
knowledge of the right ai tools,Domain Knowledge,Domain Knowledge,9,1,0
knowledge of the tasks,Domain Knowledge,Domain Knowledge,9,1,0
language basics,Domain Knowledge,Domain Knowledge,9,1,0
language expertise,Domain Knowledge,Domain Knowledge,9,1,0
large existing knowledge base,Domain Knowledge,Domain Knowledge,9,1,0
limitations of said tools,Domain Knowledge,Domain Knowledge,9,1,0
machine learning fundamentals,Domain Knowledge,Domain Knowledge,9,1,0
motivation to learn,Domain Knowledge,Domain Knowledge,9,1,0
multi-lingual familiarity,Domain Knowledge,Domain Knowledge,9,1,0
notion of basic security caveats,Domain Knowledge,Domain Knowledge,9,1,0
numerical methods,Domain Knowledge,Domain Knowledge,9,1,0
openness to new technologies,Domain Knowledge,Domain Knowledge,9,1,0
overview on available tools,Domain Knowledge,Domain Knowledge,9,2,0
problem decomposition,Domain Knowledge,Domain Knowledge,9,1,0
problem formulation,Domain Knowledge,Domain Knowledge,9,1,0
programming fundamentals,Domain Knowledge,Domain Knowledge,9,1,0
requirement analysis,Domain Knowledge,Domain Knowledge,9,1,0
research methodology,Domain Knowledge,Domain Knowledge,9,1,0
right incentives for quality,Domain Knowledge,Domain Knowledge,9,1,0
self-discipline about skill development,Domain Knowledge,Domain Knowledge,9,1,0
setting up environment and context correctly,Domain Knowledge,Domain Knowledge,9,1,0
strong data engineering fundamentals,Domain Knowledge,Domain Knowledge,9,1,0
strong foundational skills and knowledge,Domain Knowledge,Domain Knowledge,9,1,0
technical & organisational constraints,Domain Knowledge,Domain Knowledge,9,1,0
technical background,Domain Knowledge,Domain Knowledge,9,1,0
technical framework,Domain Knowledge,Domain Knowledge,9,1,0
tool integration,Domain Knowledge,Domain Knowledge,9,1,0
understanding field of application even more,Domain Knowledge,Domain Knowledge,9,1,0
understanding how ai works,Domain Knowledge,Domain Knowledge,9,1,0
understanding important concepts,Domain Knowledge,Domain Knowledge,9,1,0
understanding it's limitations,Domain Knowledge,Domain Knowledge,9,1,0
understanding its limitations,Domain Knowledge,Domain Knowledge,9,2,0
understanding limitations,Domain Knowledge,Domain Knowledge,9,1,0
understanding of basics,Domain Knowledge,Domain Knowledge,9,1,0
understanding of domain research,Domain Knowledge,Domain Knowledge,9,1,0
understanding of hardware,Domain Knowledge,Domain Knowledge,9,1,0
understanding of how parts go together,Domain Knowledge,Domain Knowledge,9,1,0
understanding of its limitations,Domain Knowledge,Domain Knowledge,9,1,0
understanding of llm capabilities,Domain Knowledge,Domain Knowledge,9,1,0
understanding the basics of gen ai,Domain Knowledge,Domain Knowledge,9,1,0
understanding the limitations of ai,Domain Knowledge,Domain Knowledge,9,1,0
using cli agents in a daily basis,Domain Knowledge,Domain Knowledge,9,1,0
using mcp to integrate into existing systems,Domain Knowledge,Domain Knowledge,9,1,0
writing good specs,Domain Knowledge,Domain Knowledge,9,1,0
ability to ask ai the right questions,Prompt Engineering,Prompt Engineering,0,1,0
accurate prompt definitions; security analysis; code validation,Prompt Engineering,Prompt Engineering,0,1,0
accurate prompts,Prompt Engineering,Prompt Engineering,0,1,0
ai prompting and usage skills,Prompt Engineering,Prompt Engineering,0,1,0
architekturverständnis,Prompt Engineering,Prompt Engineering,0,1,0
ask the right questions,Prompt Engineering,Prompt Engineering,0,1,0
basic understanding of prompting,Prompt Engineering,Prompt Engineering,0,1,0
belohnungsaufschub und bereitschaft zu lernen obwohl 'die antwort' schon da ist (delayed gratification).,Prompt Engineering,Prompt Engineering,0,1,0
bessere konzepte für testing,Prompt Engineering,Prompt Engineering,0,1,0
buena base en ciencia de la computación/ criterio para diferenciar lo que es útil de lo que no,Prompt Engineering,Prompt Engineering,0,1,0
clear prompting,Prompt Engineering,Prompt Engineering,0,1,0
code lesen und eigenständig bewerten - was sich leider durch massive nutzung von ki schwerer (weniger oft) lernen lässt.,Prompt Engineering,Prompt Engineering,0,1,0
conciencia sobre ética y uso responsable de las herramientas de ia generativa,Prompt Engineering,Prompt Engineering,0,1,0
conocimiento sólido de dominio para evaluar el código generado y validar resultados y supuestos,Prompt Engineering,Prompt Engineering,0,1,0
correct prompting,Prompt Engineering,Prompt Engineering,0,1,0
das wichtigste ist zu wissen wann man die ki nicht einsetzt.,Prompt Engineering,Prompt Engineering,0,1,0
dass sie zur code-generierung untauglich sind.,Prompt Engineering,Prompt Engineering,0,1,0
detailed and clear prompting,Prompt Engineering,Prompt Engineering,0,1,0
die einem die ki ausspuckt,Prompt Engineering,Prompt Engineering,0,1,0
die fähigkeiten sind die selben wie für das effiziente entwickeln von software generell. man braucht vor allem ein solides verständnis im requirements engineering und muss diese vermitteln können (egal ob einem bot,Prompt Engineering,Prompt Engineering,0,1,0
effective prompt writing,Prompt Engineering,Prompt Engineering,0,1,0
eigene kenntnis und urteilsfähigkeit,Prompt Engineering,Prompt Engineering,0,1,0
einem mitarbeiter oder sich für sich selbst zur strukturierung der entwicklung).,Prompt Engineering,Prompt Engineering,0,1,0
einschätzung und prüfung des code,Prompt Engineering,Prompt Engineering,0,1,0
ethische klarheit um ki abzulehnen,Prompt Engineering,Prompt Engineering,0,1,0
good prompt engineering,Prompt Engineering,Prompt Engineering,0,1,0
hohe disziplin beim prüfen des codes,Prompt Engineering,Prompt Engineering,0,1,0
how to phrase queries to get the answer you are looking for immediately,Prompt Engineering,Prompt Engineering,0,1,0
how to prompt is key,Prompt Engineering,Prompt Engineering,0,1,0
how to prompt well,Prompt Engineering,Prompt Engineering,0,1,0
how to use/prompt ai tools efficiently,Prompt Engineering,Prompt Engineering,0,1,0
knowing how to prompt the llms,Prompt Engineering,Prompt Engineering,0,1,0
knowing what questions to ask,Prompt Engineering,Prompt Engineering,0,1,0
knowledge about the prompted subject,Prompt Engineering,Prompt Engineering,0,1,0
konzeptionelles verständnis von diversen techniken und tools,Prompt Engineering,Prompt Engineering,0,1,0
lernen die richtigen fragen zu stellen? systemverständnis,Prompt Engineering,Prompt Engineering,0,1,0
logical reasoning (prompting),Prompt Engineering,Prompt Engineering,0,1,0
projektmanagementfähigkeiten,Prompt Engineering,Prompt Engineering,0,1,0
prompt craftsmanship,Prompt Engineering,Prompt Engineering,0,1,0
prompt creation,Prompt Engineering,Prompt Engineering,0,1,0
prompt engineering,Prompt Engineering,Prompt Engineering,0,16,0
prompt engineering and code review / testing,Prompt Engineering,Prompt Engineering,0,1,0
prompt engineering and llm architecture build ( transformer module: encodio & decoding),Prompt Engineering,Prompt Engineering,0,1,0
prompt engineering; critical evaluation and qa,Prompt Engineering,Prompt Engineering,0,1,0
prompt-engineering,Prompt Engineering,Prompt Engineering,0,1,0
prompting,Prompt Engineering,Prompt Engineering,0,2,0
prompting skills,Prompt Engineering,Prompt Engineering,0,1,0
prompting-fähigkeiten,Prompt Engineering,Prompt Engineering,0,1,0
promting,Prompt Engineering,Prompt Engineering,0,1,0
proper prompting; understanding of llms; proper knowledge of programming languages,Prompt Engineering,Prompt Engineering,0,1,0
saber describir con precisión el objetivo científico los datos disponibles y  las restricciones metodológicas,Prompt Engineering,Prompt Engineering,0,1,0
sehr gute programmierkenntnisse,Prompt Engineering,Prompt Engineering,0,1,0
sich mit der inhärenten unzuverlässigkeit von sprachmodellen kritisch auseinanderzusetzen und einzusehen,Prompt Engineering,Prompt Engineering,0,1,0
structured prompting,Prompt Engineering,Prompt Engineering,0,1,0
tanto sobre el tema que estamos investigando como de programación,Prompt Engineering,Prompt Engineering,0,1,0
tieferes verständnis des gesamtcodes,Prompt Engineering,Prompt Engineering,0,1,0
um diesen bewerten zu können und logikfehler zu finden,Prompt Engineering,Prompt Engineering,0,1,0
um im prompt alle notwendigen bedingungen exakt definieren zu können und dann den generierten code hinsichtlich der wechselwirkung mit anderen teilen einschätzen zu können,Prompt Engineering,Prompt Engineering,0,1,0
understanding how ai analyses and responds to prompts,Prompt Engineering,Prompt Engineering,0,1,0
understanding prompting,Prompt Engineering,Prompt Engineering,0,1,0
verifikation und verständnis des generierten codes,Prompt Engineering,Prompt Engineering,0,1,0
verstehen des erzeugten codes,Prompt Engineering,Prompt Engineering,0,1,0
verständnis des softwareprojekts,Prompt Engineering,Prompt Engineering,0,1,0
vorwissen um die ergebnisse beurteilen zu können,Prompt Engineering,Prompt Engineering,0,1,0
was gut ist und was nicht. das zusammenfassen und kürzen exzessiver,Prompt Engineering,Prompt Engineering,0,1,0
wissenschaftlich-kritische reflexionsfähigkeit,Prompt Engineering,Prompt Engineering,0,1,0
wortreicher ki-ausgaben bevor man diese an kolleg:innen weitergibt oder seiner dokumentation hinzufügt.,Prompt Engineering,Prompt Engineering,0,1,0
write good prompts,Prompt Engineering,Prompt Engineering,0,1,0
writing good prompts,Prompt Engineering,Prompt Engineering,0,1,0
zugriff auf qualitativ hochwertige llms,Prompt Engineering,Prompt Engineering,0,1,0
a skeptical nature,Skepticism,Skepticism,8,1,0
being thorough and sceptical to accept any answer,Skepticism,Skepticism,8,1,0
healthy skepticism,Skepticism,Skepticism,8,1,0
interpret the results sceptically,Skepticism,Skepticism,8,1,0
scepticism,Skepticism,Skepticism,8,6,0
sceptisisim,Skepticism,Skepticism,8,1,0
sceptisism,Skepticism,Skepticism,8,1,0
self scepticism,Skepticism,Skepticism,8,1,0
skepsis,Skepticism,Skepticism,8,1,0
skepticism,Skepticism,Skepticism,8,3,0
sound scepticism!,Skepticism,Skepticism,8,1,0
a general understanding of the programming and not blind copy + execution of the code,Software Development Skills,Software Development Skills,3,1,0
a good foundation in software development is needed before using gai tools,Software Development Skills,Software Development Skills,3,1,0
a good understanding of the languages and tools being used,Software Development Skills,Software Development Skills,3,1,0
ability to breakdown and understand complex projects,Software Development Skills,Software Development Skills,3,1,0
ability to detect bullshit,Software Development Skills,Software Development Skills,3,1,0
ability to effectively communicate requirements in writting english,Software Development Skills,Software Development Skills,3,1,0
ability to set up integrative workflow,Software Development Skills,Software Development Skills,3,1,0
ability to understand problems in a wider context,Software Development Skills,Software Development Skills,3,1,0
ability to write and test software rigorously,Software Development Skills,Software Development Skills,3,1,0
accurate communication with the ai,Software Development Skills,Software Development Skills,3,1,0
agent management,Software Development Skills,Software Development Skills,3,1,0
ai agent management,Software Development Skills,Software Development Skills,3,1,0
ai ethics course,Software Development Skills,Software Development Skills,3,1,0
all the ones that make a good software engineer,Software Development Skills,Software Development Skills,3,1,0
analytics,Software Development Skills,Software Development Skills,3,1,0
and advanced understanding of the generated code and its concepts,Software Development Skills,Software Development Skills,3,1,0
at least as good knowledge of coding as the ai,Software Development Skills,Software Development Skills,3,1,0
attention to detail,Software Development Skills,Software Development Skills,3,3,0
attention to detail.,Software Development Skills,Software Development Skills,3,1,0
awareness of environmental impact,Software Development Skills,Software Development Skills,3,1,0
basic understanding of research field the software is made for,Software Development Skills,Software Development Skills,3,1,0
be good at programming in the first place.,Software Development Skills,Software Development Skills,3,1,0
being able to write clear requirements,Software Development Skills,Software Development Skills,3,1,0
being organized,Software Development Skills,Software Development Skills,3,1,0
bullshit detector,Software Development Skills,Software Development Skills,3,1,0
but i think most developers have these skills,Software Development Skills,Software Development Skills,3,1,0
carefulness,Software Development Skills,Software Development Skills,3,1,0
clear communication,Software Development Skills,Software Development Skills,3,2,0
clear understanding of anticipated code architecture,Software Development Skills,Software Development Skills,3,1,0
coding ability to understand what it produces,Software Development Skills,Software Development Skills,3,1,0
coding and understanding what ai has done.,Software Development Skills,Software Development Skills,3,1,0
common sense,Software Development Skills,Software Development Skills,3,3,0
communication,Software Development Skills,Software Development Skills,3,4,0
communication skills,Software Development Skills,Software Development Skills,3,1,0
data management,Software Development Skills,Software Development Skills,3,1,0
data privacy,Software Development Skills,Software Development Skills,3,1,0
deep understanding of code/problems that the ai is asked so solve,Software Development Skills,Software Development Skills,3,1,0
deep understanding of the code it produces,Software Development Skills,Software Development Skills,3,1,0
dependency management,Software Development Skills,Software Development Skills,3,1,0
detail orientation,Software Development Skills,Software Development Skills,3,1,0
digital sovereignty,Software Development Skills,Software Development Skills,3,1,0
discipline,Software Development Skills,Software Development Skills,3,4,0
documenting,Software Development Skills,Software Development Skills,3,1,0
enough knowledge to be able to check the generated information/code,Software Development Skills,Software Development Skills,3,1,0
environmental consequences,Software Development Skills,Software Development Skills,3,1,0
experience and knowledge in language your asking it to code in,Software Development Skills,Software Development Skills,3,1,0
experienced in programming,Software Development Skills,Software Development Skills,3,1,0
fairly strong programming background,Software Development Skills,Software Development Skills,3,1,0
familiarity with common software terminology and trends,Software Development Skills,Software Development Skills,3,1,0
firm grasp of the programming language and its concepts,Software Development Skills,Software Development Skills,3,1,0
firm grasp on programming patterns,Software Development Skills,Software Development Skills,3,1,0
fundamental knowledge about research software dev,Software Development Skills,Software Development Skills,3,1,0
fundamental understanding of computational thinking and design,Software Development Skills,Software Development Skills,3,1,0
fundamental understanding of programming,Software Development Skills,Software Development Skills,3,1,0
general knowledge of common problems in code/scripts,Software Development Skills,Software Development Skills,3,1,0
good experience in software development,Software Development Skills,Software Development Skills,3,1,0
good knowledge of the topic,Software Development Skills,Software Development Skills,3,1,0
good understanding of the problem,Software Development Skills,Software Development Skills,3,1,0
good understanding of the whole system,Software Development Skills,Software Development Skills,3,1,0
high attention to detail,Software Development Skills,Software Development Skills,3,1,0
holistic understanding of the software project,Software Development Skills,Software Development Skills,3,1,0
how to organize and unionize,Software Development Skills,Software Development Skills,3,1,0
humility,Software Development Skills,Software Development Skills,3,2,0
impulse control,Software Development Skills,Software Development Skills,3,1,0
integrity,Software Development Skills,Software Development Skills,3,1,0
it skills must already exist in order to understand code quality,Software Development Skills,Software Development Skills,3,1,0
keeping in mind privacy considerations,Software Development Skills,Software Development Skills,3,1,0
knowing how to ensure your code is of good quality,Software Development Skills,Software Development Skills,3,1,0
knowing when to step in yourself,Software Development Skills,Software Development Skills,3,1,0
knowledge about your own project and your technologies,Software Development Skills,Software Development Skills,3,1,0
knowledge of programming fundamentals,Software Development Skills,Software Development Skills,3,1,0
legislative compliance,Software Development Skills,Software Development Skills,3,1,0
management,Software Development Skills,Software Development Skills,3,1,0
management). ability to understand information sources,Software Development Skills,Software Development Skills,3,1,0
moral bankruptcy,Software Development Skills,Software Development Skills,3,1,0
moral sense,Software Development Skills,Software Development Skills,3,1,0
moral understanding,Software Development Skills,Software Development Skills,3,1,0
need to be already skilled in software development,Software Development Skills,Software Development Skills,3,1,0
organization,Software Development Skills,Software Development Skills,3,1,0
owning and taking responsibility for produced software,Software Development Skills,Software Development Skills,3,1,0
planning,Software Development Skills,Software Development Skills,3,2,0
privacy and security expertise,Software Development Skills,Software Development Skills,3,1,0
problem solving,Software Development Skills,Software Development Skills,3,3,0
product vision,Software Development Skills,Software Development Skills,3,1,0
programming & development expertise,Software Development Skills,Software Development Skills,3,1,0
programming experience to evaluate the results,Software Development Skills,Software Development Skills,3,1,0
programming knowledge for purpose of verification,Software Development Skills,Software Development Skills,3,1,0
project management,Software Development Skills,Software Development Skills,3,1,0
project management skills,Software Development Skills,Software Development Skills,3,1,0
project managment,Software Development Skills,Software Development Skills,3,1,0
project planning,Software Development Skills,Software Development Skills,3,1,0
project scope awareness,Software Development Skills,Software Development Skills,3,1,0
proper understanding of problem,Software Development Skills,Software Development Skills,3,1,0
quality control,Software Development Skills,Software Development Skills,3,1,0
reasonable grasp of the programming language (to use it safely),Software Development Skills,Software Development Skills,3,1,0
risk assessment,Software Development Skills,Software Development Skills,3,1,0
robust ethics and guardrails,Software Development Skills,Software Development Skills,3,1,0
security/risk analysis,Software Development Skills,Software Development Skills,3,1,0
solid technical foundations (including staying up to date),Software Development Skills,Software Development Skills,3,1,0
solid understanding of programming principles; ability to read and understand code,Software Development Skills,Software Development Skills,3,1,0
strategy,Software Development Skills,Software Development Skills,3,1,0
strong background in programming,Software Development Skills,Software Development Skills,3,1,0
strong programming fundamentals,Software Development Skills,Software Development Skills,3,1,0
strong sense for detecting errors in generated code,Software Development Skills,Software Development Skills,3,1,0
technical skills related to the scientific field of the project,Software Development Skills,Software Development Skills,3,1,0
that is requirements definition.,Software Development Skills,Software Development Skills,3,1,0
time management,Software Development Skills,Software Development Skills,3,1,0
time-management,Software Development Skills,Software Development Skills,3,1,0
to know how to code in the first place,Software Development Skills,Software Development Skills,3,1,0
transparency,Software Development Skills,Software Development Skills,3,2,0
trust/ethical assurance,Software Development Skills,Software Development Skills,3,1,0
underlying understanding of the code,Software Development Skills,Software Development Skills,3,1,0
understand the code it writes.,Software Development Skills,Software Development Skills,3,1,0
understanding and familiarizing yourself with the principles and basics of software development,Software Development Skills,Software Development Skills,3,1,0
understanding how they work on a fundamental level.,Software Development Skills,Software Development Skills,3,1,0
understanding of at least one programming language in depth,Software Development Skills,Software Development Skills,3,1,0
understanding of computer fundamentals,Software Development Skills,Software Development Skills,3,1,0
understanding of easy to maintain code,Software Development Skills,Software Development Skills,3,1,0
understanding of flow to get most out of tools,Software Development Skills,Software Development Skills,3,1,0
understanding of programming language used,Software Development Skills,Software Development Skills,3,1,0
understanding of tools and governance of data,Software Development Skills,Software Development Skills,3,1,0
understanding the general problem in the first place,Software Development Skills,Software Development Skills,3,1,0
understanding the objectives of the development.,Software Development Skills,Software Development Skills,3,1,0
understanding the tech stack that is being used,Software Development Skills,Software Development Skills,3,1,0
work ethics,Software Development Skills,Software Development Skills,3,1,0
work organization,Software Development Skills,Software Development Skills,3,1,0
you need to already be a good well rounded developer,Software Development Skills,Software Development Skills,3,1,0
you need to know how to program,Software Development Skills,Software Development Skills,3,1,0
a broad spectrum of skills including requirements gathering and analysis.,Software Engineering Skills,Software Engineering Skills,2,1,0
a cirtical mind; good books or teachers in software architecture and software patterns; good books on robust software,Software Engineering Skills,Software Engineering Skills,2,1,0
a fundamental understanding of what the code generated from these generative ai tools is still required to ensure that it is running accurately,Software Engineering Skills,Software Engineering Skills,2,1,0
a strong vocabulary and understanding of computer science in the domain in which you work.,Software Engineering Skills,Software Engineering Skills,2,1,0
ability to suggest the appropriate tech stack and packages.,Software Engineering Skills,Software Engineering Skills,2,1,0
actual development skills and classic se training. ai should be used as a tool,Software Engineering Skills,Software Engineering Skills,2,1,0
actual software engineering skills,Software Engineering Skills,Software Engineering Skills,2,1,0
all se skills are necessary because you have to be able to assess the information that is generated and trim it down,Software Engineering Skills,Software Engineering Skills,2,1,0
and critical thinking skills to determine if using ai is the correct choice.,Software Engineering Skills,Software Engineering Skills,2,1,0
and have to also understand the problem you're trying to make it solve for you,Software Engineering Skills,Software Engineering Skills,2,1,0
and misunderstood by those who generate it. this ultimately generates additional work,Software Engineering Skills,Software Engineering Skills,2,1,0
and recognise these when they occur even when the models are hyper-optimised for producing output that looks plausible to human eyes.,Software Engineering Skills,Software Engineering Skills,2,1,0
architectural thinking,Software Engineering Skills,Software Engineering Skills,2,1,0
architecture,Software Engineering Skills,Software Engineering Skills,2,3,0
architecture knowledge,Software Engineering Skills,Software Engineering Skills,2,1,0
as well as the applications it's developing a program for.,Software Engineering Skills,Software Engineering Skills,2,1,0
be a proficient software developer,Software Engineering Skills,Software Engineering Skills,2,1,0
be an experienced software engineer,Software Engineering Skills,Software Engineering Skills,2,1,0
be very aware of the things that get generated and double-check everything and test rigorously.,Software Engineering Skills,Software Engineering Skills,2,1,0
broad expertise in software development/software architecture,Software Engineering Skills,Software Engineering Skills,2,1,0
but they don't take away the skills that a research software developer currently must have.,Software Engineering Skills,Software Engineering Skills,2,1,0
code design and srchitecture skills,Software Engineering Skills,Software Engineering Skills,2,1,0
comprehensive understanding of everything ai produced; multi-language experience; review and text creation experience,Software Engineering Skills,Software Engineering Skills,2,1,0
computer architecture,Software Engineering Skills,Software Engineering Skills,2,1,0
conocimiento (aunque sea básico) del lenguaje/sistema relacionado con las preguntas,Software Engineering Skills,Software Engineering Skills,2,1,0
critical thinking and reviewing! basic technical knowlegde about concepts and structures in software!,Software Engineering Skills,Software Engineering Skills,2,1,0
datastructures and boilerplate code. it becomes more important to be vigilant for misconceptions that the ai makes,Software Engineering Skills,Software Engineering Skills,2,1,0
design patterns,Software Engineering Skills,Software Engineering Skills,2,2,0
designing system architecture,Software Engineering Skills,Software Engineering Skills,2,1,0
developing proper configuration files,Software Engineering Skills,Software Engineering Skills,2,1,0
domain knowledge: without knowing and understanding the science - including the technical aspects - generative ai is risky; critical thinking,Software Engineering Skills,Software Engineering Skills,2,1,0
domain knowledge; ai needs to be guided for basicially everything except for code generation,Software Engineering Skills,Software Engineering Skills,2,1,0
evaluate software quality,Software Engineering Skills,Software Engineering Skills,2,1,0
experience in software engineering to steer ai agents and to check results.,Software Engineering Skills,Software Engineering Skills,2,1,0
fastidious commitment to reviewing and understanding the output of ai tools,Software Engineering Skills,Software Engineering Skills,2,1,0
formal software engineering training,Software Engineering Skills,Software Engineering Skills,2,1,0
fundamental software engineering knowledge,Software Engineering Skills,Software Engineering Skills,2,1,0
general concepts of software engineering,Software Engineering Skills,Software Engineering Skills,2,1,0
general understaning of coding. prompting experience. common sense. concentration. real world experience.,Software Engineering Skills,Software Engineering Skills,2,1,0
good basic knowledge of programming and requirement for the specific field (e.g. geospatial),Software Engineering Skills,Software Engineering Skills,2,1,0
good examples that shows possibilities and limitations. a careful attitude.,Software Engineering Skills,Software Engineering Skills,2,1,0
good software development practices,Software Engineering Skills,Software Engineering Skills,2,1,0
have a good understanding of the task that is asked to the llm so you understand when it gets off track,Software Engineering Skills,Software Engineering Skills,2,1,0
having valid data in hands and asking correct questions.,Software Engineering Skills,Software Engineering Skills,2,1,0
high-level software design,Software Engineering Skills,Software Engineering Skills,2,1,0
i.e. only take the code that is really necessary.,Software Engineering Skills,Software Engineering Skills,2,1,0
if used well by experts then i believe it is a powerful tool.,Software Engineering Skills,Software Engineering Skills,2,1,0
know in advance what result you want and have an idea how you want to do it. (knowing architecture,Software Engineering Skills,Software Engineering Skills,2,1,0
knowing what you're doing enough to actually be able to check if the code it wrote is correct,Software Engineering Skills,Software Engineering Skills,2,1,0
knowledge of design patterns,Software Engineering Skills,Software Engineering Skills,2,1,0
knowledge of general code architecture,Software Engineering Skills,Software Engineering Skills,2,1,0
knowledge of software,Software Engineering Skills,Software Engineering Skills,2,2,0
knowledge of software engineering,Software Engineering Skills,Software Engineering Skills,2,1,0
low-level understanding of computer architecture,Software Engineering Skills,Software Engineering Skills,2,1,0
mastering version control system,Software Engineering Skills,Software Engineering Skills,2,1,0
minimal understanding of software development workflows,Software Engineering Skills,Software Engineering Skills,2,1,0
most/all software engineering skills,Software Engineering Skills,Software Engineering Skills,2,1,0
much stronger software architecture skills,Software Engineering Skills,Software Engineering Skills,2,1,0
need to already have solid knowledge of coding to assess ai output for correctness,Software Engineering Skills,Software Engineering Skills,2,1,0
need to be able to break down a task into subtasks that are comprehensible to the ai and testable by you,Software Engineering Skills,Software Engineering Skills,2,1,0
need to know enough to understand what is generated line by line and to check if what is generated is both producing the correct result and taking a sensible approach,Software Engineering Skills,Software Engineering Skills,2,1,0
one needs to know how to at least read code to effectively use ai tools.,Software Engineering Skills,Software Engineering Skills,2,1,0
one needs to understand what ai does and where it is going to struggle (and what it doesn't do). where it struggles it can introduce errors but dress them up very convincingly.,Software Engineering Skills,Software Engineering Skills,2,1,0
operating systems,Software Engineering Skills,Software Engineering Skills,2,1,0
own expertise in software development,Software Engineering Skills,Software Engineering Skills,2,1,0
peer-review experience. doubt every paragraph.,Software Engineering Skills,Software Engineering Skills,2,1,0
preexistent and robust software development experience,Software Engineering Skills,Software Engineering Skills,2,1,0
read software,Software Engineering Skills,Software Engineering Skills,2,1,0
remembering that they are a tool not a black box solution - 'human in the loop' (https://www.phoronix.com/news/llvm-human-in-the-loop),Software Engineering Skills,Software Engineering Skills,2,1,0
